"","AIT_USBKB","AIT_BUSCD","AIT_AITCD","AIT_GRPNO","AIT_MEISJ","AIT_SEISJ","AIT_MEISK","AIT_SEISK","AIT_ADRS1","AIT_ADRS2","AIT_ADRS3","AIT_ADRS4","AIT_ADRS5","AIT_YUBIN","AIT_TELNO","AIT_KENCD","AIT_YOSIN","AIT_GYSCD","AIT_TANCD","AIT_TANCH","AIT_SIMKB","AIT_KSBKB","AIT_KSHKB","AIT_SEQKB","AIT_BOBKB","AIT_TORKB","AIT_SQHKB","AIT_ZHSKB","AIT_SEIBO","AIT_INDXJ","AIT_INDXK","AIT_TSYMD","AIT_TEYMD","AIT_TOROK","AIT_MENTE","AIT_SHACD","AIT_BUMON","AIT_TANHO","AIT_SAGRP","AIT_GYSC1","AIT_TESSY","AIT_TESUM","AIT_TESKB","AIT_TESKS","AIT_TESKH","AIT_TESSR","AIT_TESKJ","AIT_CHUKB","AIT_TNLNK","AIT_TNYMD","AIT_TNMNT","AIT_JJOKY","AIT_HJOKY","AIT_GKIBO","AIT_GSTDY","AIT_GONER","AIT_GFUHY","AIT_GSRAI","AIT_GCMNT","AIT_BIKOU","AIT_GMEIS","AIT_GSEIS","AIT_GMEIF","AIT_GSEIF","AIT_ADRG1","AIT_ADRG2","AIT_ADRG3","AIT_ADRG4","AIT_ADRG5","AIT_YUBNG","AIT_TELNG","AIT_FAXNO","AIT_KENCG","AIT_GYOSN","AIT_GYGCD","AIT_GYSMA","AIT_GYSUB","AIT_HINM1","AIT_HINM2","AIT_HINM3","AIT_HINM4","AIT_HINM5","AIT_SGYMD","AIT_SEYMD","AIT_SIHON","AIT_NINZU","AIT_JOUJO","AIT_KEIFG","AIT_KYKKB","AIT_HOSFG","AIT_HOSNM","AIT_TNPKB","AIT_TORKG","AIT_KEIRE","AIT_BIKOG","AIT_JIGSU","AIT_JIGNM","AIT_INDXG","AIT_INDFG","AIT_NAMED","AIT_YOMID","AIT_YAKUD","AIT_ADRD1","AIT_ADRD2","AIT_ADRD3","AIT_ADRD4","AIT_ADRD5","AIT_YUBND","AIT_TELND","AIT_KENC2","AIT_SENEN","AIT_GAKOD","AIT_SOTSU","AIT_DNYMD","AIT_BIKOD","AIT_GTORO","AIT_GMENT","AIT_GSHAC","AIT_DKENC","AIT_KGYCD","AIT_KEIYM","AIT_KEIBK","AIT_HOSYM","AIT_HOSNA","AIT_HOSBK","AIT_TNPSY","AIT_TNPYM","AIT_TNPBK","AIT_OBEUM","AIT_OBEYM","AIT_KESAN","AIT_TOKUM","AIT_TOKYM","AIT_TOKBK","AIT_YOSBK","AIT_GYGC1","AIT_GYGS1","AIT_GYGS2","AIT_URLAD","AIT_SINYO","AIT_COMNT","AIT_KBNK1","AIT_KBNK2","AIT_KBNK3","AIT_KBNK4","AIT_KBNK5","AIT_KYAK1","AIT_KYAK2","AIT_KYAK3","AIT_KYAK4","AIT_KYAK5","AIT_KIRE1","AIT_KIRE2","AIT_KIRE3","AIT_KIRE4","AIT_KIRE5","AIT_KURI1","AIT_KURI2","AIT_KURI3","AIT_KURI4","AIT_KURI5","AIT_KKAB1","AIT_KKAB2","AIT_KKAB3","AIT_KKAB4","AIT_KKAB5","AIT_NBUSCD","AIT_KAMEINO","AIT_TORKEINO","AIT_KEINO","AIT_SYOCD"
"538","U","0281","4801","      ","＊＊橋本水産＊＊","＊＊橋本水産＊＊","ﾊｼﾓﾄｽｲｻﾝ****","ﾊｼﾓﾄｽｲｻﾝｹｹ****","長野県","伊那市","","西簔輪７１４６－４","","3960000","02657209373","20","0","00","05","00","00","38888","1000","0","0","01","4","3","1","＊＊橋本水産＊＊","ﾊｼﾓﾄｽｲｻﾝ****","","","2001-03-31 00:00:00","2017-11-01 13:29:39","21339","      ","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","橋本水産","橋本水産","ﾊｼﾓﾄｽｲｻﾝ","ﾊｼﾓﾄｽｲｻﾝ","長野県","伊那市","","西簔輪７１４６－４","","3990000","","","20","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","橋本水産","ﾊｼﾓﾄｽｲｻﾝ","","","","","","","","","0000000","","00","","","","","","2001-03-31 00:00:00","2000-08-11 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"539","U","0281","4806","990670","綱八  土浦","エンタープライズ・ヒサクラ　株式会社","ﾂﾅﾊﾁ ﾂﾁｳﾗ","ｴﾝﾀｰﾌﾟﾗｲｽﾞ･ﾋｻｸﾗ KK","茨城県","土浦市","","有明町１－３０ウィング５Ｆ","","3000035","03336861661","08","0","00","03","00","93","20015","2000","0","0","00","4","3","1","綱八  土浦","ﾂﾅﾊﾁﾂﾁｳﾗ","1983-09-07 00:00:00","2001-05-12 00:00:00","1991-07-26 00:00:00","2013-04-01 09:34:05","20116","      ","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","＊＊＊エンタープライズヒサクラ（株）＊＊","**エンタープライズヒサクラ株式会社**","**ｴﾝﾀｰﾌﾟﾗｲｽﾞﾋｻｸﾗKK.******","**ｴﾝﾀｰﾌﾟﾗｲｽﾞﾋｻｸﾗKK.****","東京都","中野区","","本町３－３０－４ ＫＤＸ中野坂上ビル７Ｆ","","1640012","0353543586","0353543588","13","0","00","","","","","","","","","","10","0","","0","0","0","","0","00","000000","エンタープライズヒサクラ  株式会社","0","","**エンタープライズヒサクラ株式会社**","**ｴﾝﾀｰﾌﾟﾗｲｽﾞﾋｻｸﾗ****","志村久弥","ｼﾑﾗﾋｻﾔ","社長","東京都","新宿区","","新宿3-31-8","","1600022","","00","","","","","","1999-12-14 00:00:00","2017-09-04 11:42:43","30660","13","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","平成16年11/29事務所移転。","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"540","U","0281","4811","033458","綱八  （浅草）","株式会社綱八","ﾂﾅ ﾊﾁ (ｱｻｸｻ)","ｶ)ﾂﾅﾊﾁ","東京都","台東区","","花川戸１ー４ー１松屋７Ｆ","","1110033","03333831661","13","0","00","03","00","99","10199","2000","0","0","00","4","3","1","綱八  （浅草）","ﾂﾅﾊﾁ","1983-10-31 00:00:00","2010-05-29 00:00:00","1984-11-13 00:00:00","2013-07-11 13:12:48","21334","      ","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱綱八","株式会社綱八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","中野区","","本町３－３０－４","","1640012","03-5354-3603","03-5354-3606","13","2550","21","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","","本店：新宿区３－３１－８","0","","綱八","ﾂﾅﾊﾁ","志村久弥","ｼﾑﾗ ﾋｻﾔ","社長","","","","","","       ","","  ","","","","","","2000-12-01 00:00:00","2016-04-08 08:25:53","11924","  ","      ","","","","","","","","","0","","5","0","","","","05","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","","","","",""
"541","U","0281","4812","033458","㈱  綱八  （大丸）","株式会社綱八","ﾂﾅ ﾊﾁ (ﾀﾞｲﾏﾙ)","ｶ)ﾂﾅﾊﾁ","東京都","千代田区","","丸の内１ー９ー１大丸８Ｆ","","1000005","03333831661","13","0","21","03","00","99","10199","2000","0","0","00","4","3","1","㈱  綱八  （大丸）","ﾂﾅﾊﾁ","1983-10-24 00:00:00","2020-04-07 00:00:00","1983-10-25 00:00:00","2020-04-20 15:09:38","60559","      ","  ","      ","05","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱綱八","株式会社綱八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","中野区","","本町３－３０－４","","1640012","03-5354-3603","03-5354-3606","13","2550","21","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","","本店：新宿区３－３１－８","0","","綱八","ﾂﾅﾊﾁ","志村久弥","ｼﾑﾗ ﾋｻﾔ","社長","","","","","","       ","","  ","","","","","","2000-12-01 00:00:00","2016-04-08 08:25:52","11924","  ","      ","","","","","","","","","0","","5","0","","","","05","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
"542","U","0281","4815","      ","＊＊＊サトーミート＊＊＊","＊＊＊サトーミート＊＊＊","***ｻﾄｰ ﾐｰﾄ***","***ｻﾄｰ ﾐｰﾄ***","東京都","","","","","1360000","03336406618","13","100","00","05","00","99","10130","1000","0","0","01","4","1","1","＊＊＊サトーミート＊＊＊","***ｻﾄﾐﾄ***","1983-12-30 00:00:00","2008-03-19 00:00:00","1986-09-26 00:00:00","2017-11-01 11:28:05","21339","      ","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","サトーミート","サトーミート","ｻﾄｰ ﾐｰﾄ","ｻﾄｰ ﾐｰﾄ","東京都","","","","","0000000","","","13","100","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","サトーミート","ｻﾄﾐﾄ","","","","","","","","","0000000","","00","","","","","","1986-09-26 00:00:00","1999-12-15 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"543","U","0281","4820","021353","つな八　品川","株式会社  つな八","ﾂﾅ ﾊﾁ (ｼﾅｶﾞﾜ)","KK ﾂﾅﾊﾁ","東京都","港区","","高輸４ー１０ー１８ウイング高輸地下１階","","1050000","03334433284","13","0","21","08","00","99","10210","2000","0","0","00","4","3","1","つな八　品川","ﾂﾅﾊﾁ","1983-12-30 00:00:00","2020-03-31 00:00:00","1984-11-13 00:00:00","2018-11-21 14:18:29","60559","021353","  ","      ","05","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱つな八","株式会社つな八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","杉並区荻窪","","４－２８－１２　ピースビル荻窪２Ｆ","","1670051","03-5347-2791","","13","300","00","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","000000","","0","","つな八","ﾂﾅﾊﾁ","志村　崇","ｼﾑﾗ ﾀｶｼ","社長","東京都","中野区","","本町６－１６－１２","","1640012","","00","","","","","","2000-12-01 00:00:00","2017-08-08 09:58:45","30660","13","000000","","","","","","","","","0","","5","0","","","","00","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
"544","U","0281","4822","      ","＊＊＊新魚水産＊＊＊","新魚水産","***ｼﾝｷﾞﾖ ｽｲｻﾝ***","ｼﾝｷﾞﾖ ｽｲｻﾝ","群馬県","田野郡吉井町","","岩井７３７－２","","3700000","","10","1","00","66","00","00","38888","1000","0","1","00","4","3","1","＊＊＊新魚水産＊＊＊","ｼﾝｷﾞﾖｽｲｻﾝ","1983-12-29 00:00:00","1990-09-27 00:00:00","1984-11-13 00:00:00","1995-05-11 00:00:00","11659","      ","","","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","新魚水産","新魚水産","ｼﾝｷﾞﾖ ｽｲｻﾝ","ｼﾝｷﾞﾖ ｽｲｻﾝ","群馬県","田野郡吉井町","","岩井７３７－２","","3702100","","","10","1","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","新魚水産","ｼﾝｷﾞﾖｽｲｻﾝ","","","","","","","","","0000000","","00","","","","","","1984-11-13 00:00:00","1995-05-11 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"545","U","0281","4829","      ","伊藤  山田","伊藤  山田","ｲﾄｳ ﾔﾏﾀﾞ","ｲﾄｳ ﾔﾏﾀﾞ","","","","","","   0000","","00","0","00","02","00","00","38888","2000","0","0","00","4","1","1","伊藤  山田","ｲﾄｳﾔﾏﾀﾞ","1991-07-26 00:00:00","1991-07-26 00:00:00","1991-07-26 00:00:00","2004-10-07 16:44:08","10000","      ","","","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","伊藤  山田","伊藤  山田","ｲﾄｳ ﾔﾏﾀﾞ","ｲﾄｳ ﾔﾏﾀﾞ","","","","","","0000000","","","00","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","伊藤  山田","ｲﾄｳﾔﾏﾀﾞ","","","","","","","","","0000000","","00","","","","","","1991-07-26 00:00:00","1993-03-06 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"546","U","0281","4838","022040","110部ヒロセ","株式会社  共英","110ﾌﾞﾋﾛｾ","KK ｷﾖｳｴｲ","東京都","中野区","","中野５－５３－４　富士ビル","","1640001","3861913","13","0","18","04","00","99","10199","2000","5","0","00","4","3","1","１１０部ヒロセ","110ﾌﾞﾋﾛｾ","2005-10-08 00:00:00","2020-04-03 00:00:00","1984-04-11 00:00:00","2018-11-21 14:18:45","60559","022040","  ","      ","05","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱共英","株式会社共英","ｶ)ｷｮｳｴｲ","ｶ)ｷｮｳｴｲ","東京都","港区","","芝５－２４－１０第２共英ビル３Ｆ","","1080014","","","13","500","00","","","","","","","","","","0","0","","0","0","0","","0","00","000000","","0","","共英","ｷｮｳｴｲ","","","","","","","","","0000000","","00","","","","","","2001-01-12 00:00:00","2017-08-10 14:05:00","30660","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
"547","U","0281","4839","021353","つな八　六本木","株式会社  つな八","ﾂﾅ ﾊﾁ (ﾛﾂﾎﾟﾝｷﾞ)","KK ﾂﾅﾊﾁ","東京都","港区","","六本木６ー１ー６ＢＩＰビル２階","","1060032","03334041813","13","0","00","03","00","99","10218","2000","0","0","00","4","3","1","つな八六本木","ﾂﾅﾊﾁ","1984-02-28 00:00:00","1996-09-27 00:00:00","1984-04-11 00:00:00","2013-04-01 09:34:05","20116","021353","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱つな八","株式会社つな八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","杉並区荻窪","","４－２８－１２　ピースビル荻窪２Ｆ","","1670051","03-5347-2791","","13","300","00","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","000000","","0","","つな八","ﾂﾅﾊﾁ","志村　崇","ｼﾑﾗ ﾀｶｼ","社長","東京都","中野区","","本町６－１６－１２","","1640012","","00","","","","","","2000-12-01 00:00:00","2017-08-08 09:58:45","30660","13","000000","","","","","","","","","0","","5","0","","","","00","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","","","","",""
"548","U","0281","4852","021353","つな八　風来坊","株式会社  つな八","ﾂﾅ ﾊﾁ ﾌｳﾗｲﾎﾞｳ","KK ﾂﾅﾊﾁ","東京都","渋谷区","","宇田川町２３－３　みずほ銀行共同ビル６Ｆ","","1500042","03-5457-2780","13","0","00","03","00","99","10210","2000","0","0","00","4","3","1","つな八　風来坊","ﾂﾅﾊﾁ ﾌｳﾗｲﾎﾞｳ","1984-03-22 00:00:00","2008-03-06 00:00:00","1984-04-11 00:00:00","2013-04-01 09:34:05","20116","021353","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱つな八","株式会社つな八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","杉並区荻窪","","４－２８－１２　ピースビル荻窪２Ｆ","","1670051","03-5347-2791","","13","300","00","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","000000","","0","","つな八","ﾂﾅﾊﾁ","志村　崇","ｼﾑﾗ ﾀｶｼ","社長","東京都","中野区","","本町６－１６－１２","","1640012","","00","","","","","","2000-12-01 00:00:00","2017-08-08 09:58:46","30660","13","000000","","","","","","","","","0","","5","0","","","","00","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","","","","",""
"549","U","0281","4853","033458","㈱  綱八  松戸","株式会社綱八","ﾂﾅ ﾊﾁ (ﾏﾂﾄﾞ)","ｶ)ﾂﾅﾊﾁ","千葉県","松戸市","","１ー１１８１ボックスビル７Ｆ","","2700000","03333831661","12","0","00","03","00","99","10199","2000","0","0","00","4","3","1","㈱  綱八  松戸","ﾂﾅﾊﾁ","1984-03-28 00:00:00","2004-02-28 00:00:00","1984-04-11 00:00:00","2013-07-11 13:16:14","21334","      ","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱綱八","株式会社綱八","ｶ)ﾂﾅﾊﾁ","ｶ)ﾂﾅﾊﾁ","東京都","中野区","","本町３－３０－４","","1640012","03-5354-3603","03-5354-3606","13","2550","21","","","","","","","","","1924-10-18 00:00:00","10","0","","0","0","0","","0","00","","本店：新宿区３－３１－８","0","","綱八","ﾂﾅﾊﾁ","志村久弥","ｼﾑﾗ ﾋｻﾔ","社長","","","","","","       ","","  ","","","","","","2000-12-01 00:00:00","2016-04-08 08:25:53","11924","  ","      ","","","","","","","","","0","","5","0","","","","05","00","00",""," ","","","","","","","前社長　志村　圭輔","","","","","","","","","","","","","","","","","","","","","","","",""
"550","U","0281","4858","      ","＊＊＊三龍亭＊＊＊","＊＊＊有限会社  三龍亭＊＊＊","***ｻﾝﾘﾕｳ ﾃｲ***","***YK ｻﾝﾘﾕｳﾃｲ***","東京都","江東区","","北砂町３－３５－４","","1360073","03336480445","13","0","00","05","00","00","3NEXT","1000","0","0","01","4","3","1","＊＊＊三龍亭＊＊＊","***ｻﾝﾘﾕｳﾃｲ***","1984-04-17 00:00:00","1997-12-30 00:00:00","1984-04-11 00:00:00","2017-11-01 13:47:55","21339","      ","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","有限会社  三龍亭","有限会社  三龍亭","YK ｻﾝﾘﾕｳﾃｲ","YK ｻﾝﾘﾕｳﾃｲ","東京都","江東区","","北砂町３－３５－４","","1360000","","","13","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","有限会社  三龍亭","ｻﾝﾘﾕｳﾃｲ","","","","","","","","","0000000","","00","","","","","","1984-04-11 00:00:00","1999-12-15 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"551","U","0281","4864","021985","赤坂飯店  軽井沢","華昌有限会社","ｱｶｻｶﾊﾝﾃﾝ ｶﾙｲｻﾞﾜ","ｶｼｮｳ(ﾕ","長野県","北佐久郡軽井沢町","","旧道１５７１","","3890100","0267-42-2644","20","0","00","03","00","99","10210","2000","5","0","00","4","3","1","赤坂飯店  軽井沢","ｱｶｻｶﾊﾝﾃﾝｶﾙｲｻﾞﾜ","1984-05-11 00:00:00","2014-04-28 00:00:00","1984-05-12 00:00:00","2013-04-01 09:34:05","20116","021985","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","華昌㈲","華昌有限会社","ｶｼｮｳ(ﾕ","ｶｼｮｳ(ﾕ","長野県","北佐久郡軽井沢町","","旧道１５７１","","3890100","","","20","150","00","","","","","","","","","","0","0","","0","0","0","","0","00","000000","","0","","華昌","ｶｼｮｳ","","","","","","","","","0000000","","00","","","","","","1999-06-16 00:00:00","2017-08-10 10:09:00","30660","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"552","U","0281","4867","021967","海老明","海老明","ｴﾋﾞｱｷ","ｴﾋﾞｱｷ","東京都","葛飾区","","青戸７ー１８ー８山崎明人","","1250062","6020260","13","0","00","02","00","00","3NEXT","1000","0","0","00","4","3","1","海老明","ｴﾋﾞｱｷ","1984-06-07 00:00:00","1994-09-29 00:00:00","1984-06-08 00:00:00","2004-10-07 00:00:00","10000","021967","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","海老明","海老明","ｴﾋﾞｱｷ","ｴﾋﾞｱｷ","東京都","葛飾区","","青戸７丁目１８番８号","","1250062","","","13","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","海老明","ｴﾋﾞｱｷ","","","","","","","","","0000000","","00","","","","","","1984-06-08 00:00:00","2012-06-07 15:24:02","21296","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"553","U","0281","4873","020335","株式会社  佃林","株式会社  佃林","ﾂｸﾘﾝ","KK ﾂｸﾘﾝ","東京都","中央区","","佃１ー９ー１３","","1040051","5416812","13","0","96","08","00","00","38888","1000","0","0","99","4","3","1","株式会社  佃林","ﾂｸﾘﾝ","1984-07-26 00:00:00","2017-04-21 00:00:00","1984-08-27 00:00:00","2018-11-21 14:19:02","60559","020335","  ","      ","19","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","**株式会社  佃林**","**株式会社  佃林**","**KK ﾂｸﾘﾝ****","**ﾂｸﾘﾝ****","東京都","中央区","","築地７－１３－５北海道漁連ビル５Ｆ","","1040045","","","13","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","000000","","0","","**株式会社  佃林**","**ﾂｸﾘﾝ****","","","","","","","","","0000000","","00","","","","","","1996-07-01 00:00:00","2017-09-06 10:18:14","30660","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","平成９年不渡り","","","","","","","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
"554","U","0281","4875","990468","今通商  株式会社","今通商  株式会社","ｺﾝﾂｳｼﾖｳ KK","ｺﾝﾂｳｼﾖｳ KK","東京都","千代田区","","神田須田町２－２３－１柴崎ビル６Ｆ","","1010041","5741374","13","0","00","02","00","00","20060","2000","0","0","00","4","3","1","今通商  株式会社","ｺﾝﾂｳｼﾖｳ","1984-08-01 00:00:00","1998-10-22 00:00:00","1984-08-31 00:00:00","1994-11-05 00:00:00","11659","020447","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","今通商㈱","今通商株式会社","ｺﾝﾂｳｼｮｳ(ｶ","ｺﾝﾂｳｼｮｳ(ｶ","東京都","中央区","","東日本橋2-24-7　東京ﾌﾟﾗｽﾁｯｸ会館8F","","1030004","03-5839-2506","","13","2500","00","","","","","","","","1973-10-01 00:00:00","1973-10-01 00:00:00","30","4","","0","0","0","","0","00","","2019.10本社住所変更","0","","今通商","ｺﾝﾂｳｼｮｳ","内田　勝久","ｳﾁﾀﾞ ｶﾂﾋｻ","代表","","","","","","       ","","  ","","","","","","2000-05-10 00:00:00","2019-10-28 15:29:31","10017","  ","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","H30.5　残高確認書より変更","みずほ（築地中央）","三井住友（神田）","三菱東京ＵＦＪ（築地）","","","社　 長　　今井洋二","取締役　　御子柴健治","取締役　　砂溜重雄","監査役　　今井まさえ","","べトナム","インド","カネ春水産","毎味水産","","主要冷凍食品メーカー","","","","","今井洋二   24,750株","","","","","    ","        ","   ","                ","       "
"555","U","0281","4876","      ","＊＊＊（銀座）ざくろ＊＊＊","＊＊＊（銀座）ざくろ＊＊＊","***ｷﾞﾝｻﾞ ｻﾞｸﾛ***","***(ｷﾞﾝｻﾞ) ｻﾞｸﾛ***","東京都","中央区","","銀座４丁目","","1040061","03335531731","13","0","00","05","00","99","10115","2000","0","0","01","4","3","1","＊＊＊（銀座）ざくろ＊＊＊","***ｷﾞﾝｻﾞｻﾞｸﾛ***","1984-08-30 00:00:00","1994-04-07 00:00:00","1984-08-31 00:00:00","2017-11-01 14:03:22","21339","      ","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","（銀座）ざくろ","（銀座）ざくろ","(ｷﾞﾝｻﾞ) ｻﾞｸﾛ","(ｷﾞﾝｻﾞ) ｻﾞｸﾛ","東京都","中央区","","銀座４丁目","","1040000","","","13","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","","","0","","（銀座）ざくろ","ｷﾞﾝｻﾞｻﾞｸﾛ","","","","","","","","","0000000","","00","","","","","","1984-08-31 00:00:00","1999-12-15 00:00:00","11659","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"556","U","0281","4881","020326","和田商店","和田商店","ﾜﾀﾞ ｼﾖｳﾃﾝ","ﾜﾀﾞ ｼﾖｳﾃﾝ","東京都","中央区","","築地６－２４－８","","1040045","5428333","13","0","00","02","00","00","38888","1000","0","0","00","4","3","1","和田商店","ﾜﾀﾞｼﾖｳﾃﾝ","2001-03-31 00:00:00","2001-03-31 00:00:00","1989-10-02 00:00:00","1999-03-30 00:00:00","11659","020326","  ","      ","00","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈲山長和田商店","有限会社山長和田商店","ﾕ)ﾔﾏﾁｮｳﾜﾀﾞｼｮｳﾃﾝ","ﾕ)ﾔﾏﾁｮｳﾜﾀﾞｼｮｳﾃﾝ","東京都","中央区","","築地６－２４－８","","1040045","","","13","0","00","","","","","","","","","","0","0","","0","0","0","","0","00","000000","","0","","山長和田商店","ﾔﾏﾁｮｳﾜﾀﾞｼｮｳﾃﾝ","","","","","","","","","0000000","","00","","","","","","1994-03-29 00:00:00","2017-08-03 15:07:48","30660","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"557","U","0281","4882","022040","魚がし鮨  中野南口店","株式会社  共英","ｳｵｶﾞｼｽﾞｼ ﾅｶﾉﾐﾅﾐｸﾞﾁﾃﾝ","KK ｷﾖｳｴｲ","東京都","中野区","","中野２－２８－１　中野ＪＭビル１Ｆ","","1640001","03332293662","13","500","18","04","00","99","10199","2000","5","0","00","4","3","1","魚がし鮨  中野南口店","ｳｵｶﾞｼｽﾞｼ ﾅｶﾉﾐﾅﾐｸﾞﾁﾃﾝ","2001-03-31 00:00:00","2019-12-29 00:00:00","1990-01-08 00:00:00","2018-11-21 14:19:17","60559","022040","  ","      ","05","00","0","","","","","0","1","     ","","","00","00","     ","     ","     ","     ","     ","","","㈱共英","株式会社共英","ｶ)ｷｮｳｴｲ","ｶ)ｷｮｳｴｲ","東京都","港区","","芝５－２４－１０第２共英ビル３Ｆ","","1080014","","","13","500","00","","","","","","","","","","0","0","","0","0","0","","0","00","000000","","0","","共英","ｷｮｳｴｲ","","","","","","","","","0000000","","00","","","","","","2001-01-12 00:00:00","2017-08-10 14:05:00","30660","00","000000","","","","","","","","","0","","0","0","","","","00","00","00",""," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    ","        ","   ","                ","       "
