"","GZA_HINCD","HIZ_HINNM","HIZ_SIZEN","HIZ_YORYO","HIZ_JURKB","HIZ_IRISU","GZA_HTANK","GZA_ZAIKB","GZA_ZSHNO","GZA_NYKNO","GZA_NSKKB","GZA_NKYMD","GZA_UPYMD","GZA_MOTOK","GZA_MKING","GZA_GENZA","GZA_JUCHU","KAD_COPRM","KAD_FCTRM","GZA_GENCD","GZA_KAKCD","GZA_IKUCD","GZA_TAICD","GZA_KURCD","TGEN_GENNM","TKAK_GENNM","TIKU_IKUNM","TTAI_TAINM"
"318","315110116","ｺｳｲｶﾑｷﾐﾀｲ","8-12","1000","G","12","0","0","0281042011269001","","00","2020-03-05","2020-04-04","0","0","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"319","315110121","ｺｳｲｶﾑｷﾐﾀｲ","13-20","1000","G","12","0","0","0281042011376001","","00","2020-04-06","2020-04-06","0","37200","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"320","318502704","ﾓﾝｺﾞｳｲｶWｽｷﾝﾚｽ ﾀｲ","3-4","2000","G","5","0","0","0281042012080001","","00","2020-03-14","2020-03-14","3","15600","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"321","318511400","ﾓﾝｺﾞｳｲｶWｽｷﾝﾚｽ","","100","G","10","261","0","0281012116137001","","00","2020-03-26","2020-05-01","115","30651","43","0","大京１","","20038","     "," ","02","020732","ｵﾏｰﾝ","","","生鮮"
"322","318511400","ﾓﾝｺﾞｳｲｶWｽｷﾝﾚｽ","","100","G","10","261","0","0281042007110003","","00","2020-03-14","2020-03-31","60","15600","0","0","大京１","","20110","     "," ","02","020732","ﾀｲ","","","生鮮"
"323","319010032","ｺｳｲｶﾎｰﾙｸﾘｰﾝ","41-60","1000","G","10","0","0","0211213541056001","","00","2020-05-01","2020-05-01","0","298","0","0","大京１","","20170","     "," ","02","020732","ﾍﾞﾄﾅﾑ","","","生鮮"
"324","320111000","ﾔﾘｲｶ","","100","G","10","0","0","0281012175241002","","00","2020-03-02","2020-03-02","5","1175","0","0","大京１","","10008","     "," ","02","020732","茨城県","","","生鮮"
"325","320910632","ﾔﾘｲｶﾁﾕｰﾌﾞ ﾀｲ","41-60","1000","G","10","1200","0","0281012103461005","","00","2020-03-30","2020-03-30","23","27600","22","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"326","321310092","ｽﾙﾒｲｶ","ﾐﾐ","1000","G","10","1020","0","0281042012362001","","00","2020-03-12","2020-04-06","20","20400","20","0","大京１","","10006","     "," ","02","020732","山形県","","","生鮮"
"327","321311000","ｽﾙﾒｲｶ","","100","G","10","0","0","0281012191970008","","00","2020-02-18","2020-02-18","24","2520","0","0","大京１","","10031","     "," ","02","020732","鳥取県","","","生鮮"
"328","321311000","ｽﾙﾒｲｶ","","100","G","10","0","0","0281042010235001","","00","2020-04-16","2020-04-16","0","0","0","0","大京１","","10012","     "," ","02","020732","千葉県","","","生鮮"
"329","321350000","ｽﾙﾒｲｶR","","15000","G","1","0","0","0281042013362001","","00","2020-02-25","2020-02-25","4","21000","0","0","大京１","","10012","     "," ","02","020732","千葉県","","","生鮮"
"330","321360300","ｽﾙﾒｲｶR","","10000","G","1","0","0","0281042013357001","","00","2020-03-06","2020-03-06","6","21000","0","0","大京１","","10012","     "," ","02","020732","千葉県","","","生鮮"
"331","321364030","ｽﾙﾒｲｶR","31-40","9000","G","1","0","0","0281042013571001","","00","2020-02-28","2020-02-28","0","3420","0","0","大京１","","10012","     "," ","02","020732","千葉県","","","生鮮"
"332","321768026","ｽﾙﾒｲｶRIQF","23-25","8000","G","1","0","0","0281042009957001","","00","2020-02-13","2020-02-12","1","10500","0","0","大京１","","10002","     "," ","02","020732","青森県","","","生鮮"
"333","321768026","ｽﾙﾒｲｶRIQF","23-25","8000","G","1","0","0","0281042013520001","","00","2020-02-12","2020-02-12","0","0","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"334","321768226","ｽﾙﾒｲｶRIQF ﾁﾕｳｺﾞｸ","23-25","8000","G","1","7500","0","0281042013466001","","00","2020-04-27","2020-05-02","2","15000","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"335","321768227","ｽﾙﾒｲｶRIQF ﾁﾕｳｺﾞｸ","26-30","8000","G","1","7500","0","0281042013467001","","00","2020-01-28","2020-01-27","2","15000","2","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"336","321770023","ｽﾙﾒｲｶRIQF","18-20","7500","G","1","9500","0","0281012109642003","","00","2020-04-17","2020-04-16","1","9500","1","0","大京１","","10002","     "," ","02","020732","青森県","","","生鮮"
"337","322670150","ｽﾙﾒｲｶﾂﾎﾞﾇｷﾁﾕｳｺﾞｸSR","50","7500","G","1","0","0","0281042013575001","","00","2020-02-29","2020-03-10","0","0","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"338","322670640","ｽﾙﾒｲｶﾂﾎﾞﾇｷ ﾁﾕｳｺﾞｸ","40","7500","G","1","0","0","0211213564814003","","00","2020-03-31","2020-03-31","0","36900","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"339","324811000","ﾑﾗｻｷｲｶ ﾛ-ﾙ","","100","G","10","85","0","0281012108229002","","00","2020-03-26","2020-03-26","40","3410","40","0","大京１","","10003","     "," ","02","020732","岩手県","","","生鮮"
"340","324880105","ﾑﾗｻｷｲｶ ﾛ-ﾙｱｵﾓﾘ","5","5000","G","2","5000","0","0281012126918014","","00","2020-05-04","2020-05-02","10","50000","10","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"341","324880305","ﾑﾗｻｷｲｶ ﾛｰﾙｲﾜﾃ","5","5000","G","2","4250","0","0281042009844001","","00","2020-04-24","2020-04-24","3","12750","1","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"342","324880306","ﾑﾗｻｷｲｶ ﾛｰﾙｲﾜﾃ","6","5000","G","2","0","0","0281042009838001","","00","2020-04-27","2020-04-27","0","8500","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"343","325772492","ｱｶｲｶﾐﾐ ﾍﾟﾙｰ","","7000","G","1","0","0","0281042013588001","","00","2020-03-06","2020-03-06","1","2205","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"344","326310000","ｱｵﾘｲｶ","","1000","G","10","2500","0","0281012154714003","","00","2020-03-27","2020-05-01","17","42500","15","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"345","326311000","ｱｵﾘｲｶ","","100","G","10","338","0","0281012106939013","","00","2020-02-18","2020-03-26","110","33000","58","0","大京１","","20156","     "," ","02","020732","ﾌｨﾘﾋﾟﾝ","","","生鮮"
"346","326311000","ｱｵﾘｲｶ","","100","G","10","338","0","0281012191016001","","00","2020-02-01","2020-02-01","28","10450","0","0","大京１","","10042","     "," ","02","020732","長崎県","","","生鮮"
"347","326311000","ｱｵﾘｲｶ","","100","G","10","338","0","0281042012646001","","00","2020-03-12","2020-03-12","29","10270","0","0","大京１","","10012","     "," ","02","020732","千葉県","","","生鮮"
"348","326311000","ｱｵﾘｲｶ","","100","G","10","338","0","0281042013513001","","00","2020-02-20","2020-02-20","12","4560","0","0","大京１","","10044","     "," ","02","020732","大分県","","","生鮮"
"349","326311000","ｱｵﾘｲｶ","","100","G","10","338","0","0281042013547001","","00","2020-02-20","2020-02-20","0","7350","0","0","大京１","","10023","     "," ","02","020732","愛知県","","","生鮮"
"350","326311000","ｱｵﾘｲｶ","","100","G","10","338","0","0281042013579001","","00","2020-03-27","2020-03-27","16","5600","0","0","大京１","","10024","     "," ","02","020732","三重県","","","生鮮"
"351","327111000","ｽﾐｲｶ","","100","G","10","0","0","0281042013612001","","00","2020-03-16","2020-03-16","0","2210","0","0","大京１","","10023","     "," ","02","020732","愛知県","","","生鮮"
"352","327350064","ﾎﾀﾙｲｶﾎﾞｲﾙ","","300","G","10","0","0","0281042012198001","","00","2020-02-28","2020-03-02","0","0","0","0","大京１","","10028","     "," ","01","020732","兵庫県","","","加工食品"
"353","327350100","ﾎﾀﾙｲｶﾎﾞｲﾙ","","300","G","1","0","0","0281042012198002","","00","2020-04-27","2020-04-27","0","600","0","0","大京１","","10016","     "," ","01","020732","富山県","","","加工食品"
"354","327350100","ﾎﾀﾙｲｶﾎﾞｲﾙ","","300","G","1","0","0","0281042012213001","","00","2020-03-31","2020-03-31","0","1400","0","0","大京１","","10018","     "," ","01","020732","福井県","","","加工食品"
"355","327350100","ﾎﾀﾙｲｶﾎﾞｲﾙ","","300","G","1","0","0","0281042012214001","","00","2020-03-28","2020-03-28","0","0","0","0","大京１","","10028","     "," ","01","020732","兵庫県","","","加工食品"
"356","327680106","ﾑﾗｻｷｲｶﾛｰﾙﾁﾕｳｺﾞｸ","6","5000","G","2","0","0","0281042013002001","","00","2020-05-01","2020-05-01","2","7300","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"357","327680107","ﾑﾗｻｷｲｶﾛｰﾙﾁﾕｳｺﾞｸ","7","5000","G","2","0","0","0211213562465001","","00","2020-04-07","2020-04-07","0","7500","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"358","327710431","ﾔﾘｲｶﾎｰﾙｸﾘｰﾝ ﾀｲ","41-50","1000","G","10","1100","0","0281042013084001","","00","2020-04-04","2020-04-04","29","31900","9","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"359","328410032","ｽﾙﾒｲｶｱｼ","40-60","1000","G","10","1069","0","0281012189252001","","00","2020-03-19","2020-04-06","22","23530","22","0","大京１","","50041","     "," ","02","020732","日本太平洋北部","","","生鮮"
"360","328410100","ｽﾙﾒｲｶ ｱｼ","","1000","G","12","1000","0","0281042007197001","","00","2020-02-01","2020-02-01","4","-2000","4","0","大京１","","10002","     "," ","02","020732","青森県","","","生鮮"
"361","328610100","ﾑﾗｻｷｲｶ ｱｼ","","1000","G","12","699","0","0281042012342001","","00","2020-04-14","2020-04-13","25","17500","25","0","大京１","","10002","     "," ","02","020732","青森県","","","生鮮"
"362","330111900","ﾏﾀﾞｺ R","","100","G","10","0","0","0281012191961001","","00","2020-02-18","2020-02-18","40","7200","0","0","大京１","","10015","     "," ","02","020732","新潟県","","","生鮮"
"363","330111900","ﾏﾀﾞｺ R","","100","G","10","0","0","0281042008460001","","00","2020-03-19","2020-03-19","31","8060","0","0","大京１","","10014","     "," ","02","020732","神奈川県","","","生鮮"
"364","330111900","ﾏﾀﾞｺ R","","100","G","10","0","0","0281042013447001","","00","2020-02-20","2020-02-20","17","2210","0","0","大京１","","10002","     "," ","02","020732","青森県","","","生鮮"
"365","330111900","ﾏﾀﾞｺ R","","100","G","10","0","0","0281042013510001","","00","2020-04-06","2020-04-06","14","1960","0","0","大京１","","10008","     "," ","02","020732","茨城県","","","生鮮"
"366","330111900","ﾏﾀﾞｺ R","","100","G","10","0","0","0281042013627001","","00","2020-03-23","2020-03-23","0","5720","0","0","大京１","","10012","     "," ","02","020732","千葉県","","","生鮮"
"367","330411000","ﾏﾀﾞｺ ﾎﾞｲﾙ","","100","G","1","180","0","0281042006539001","","00","2020-04-03","2020-04-03","350","-8280","350","0","大京１","","20201","     "," ","01","020732","ﾓﾛｯｺ","","","加工食品"
"368","331911000","ﾀｺ ｱﾀﾏ","","100","G","10","0","0","0281012107001001","","00","2020-04-27","2020-04-27","100","7500","0","0","大京１","","10001","     "," ","01","020732","北海道","","","加工食品"
"369","332511000","ｽﾀﾞｺ","","100","G","1","0","0","0281012103541002","","00","2020-05-01","2020-05-02","45","8500","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"370","332880100","ﾐｽﾞﾀｺﾎﾞｲﾙ","","5000","G","2","0","0","0281012107001002","","00","2020-03-21","2020-03-21","0","8000","0","0","大京１","","10001","     "," ","01","020732","北海道","","","加工食品"
"371","332911742","ﾐｽﾞﾀｺｱｼ","ﾅﾏ","100","G","10","0","0","0281012154392006","","00","2020-04-04","2020-04-04","0","2185","0","0","大京１","","10001","     "," ","02","020732","北海道","","","生鮮"
"372","332911800","ﾐｽﾞﾀｺ ｱｼ","","100","G","10","122","0","0281012124568003","","00","2020-03-14","2020-05-01","237","28440","75","0","大京１","","10001","     "," ","01","020732","北海道","","","加工食品"
"373","335002730","ｲｲﾀﾞｺ ﾍﾞﾄﾅﾑ","26-40","2000","G","6","1509","0","0281042011935001","","00","2020-05-02","2020-05-02","6","9350","6","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"374","335011000","ｲｲﾀﾞｺ","","100","G","10","0","0","0281012191635004","","00","2020-02-12","2020-03-03","18","900","0","0","大京１","","10044","     "," ","02","020732","大分県","","","生鮮"
"375","335011000","ｲｲﾀﾞｺ","","100","G","10","0","0","0281042013471001","","00","2020-02-08","2020-02-08","2","360","0","0","大京１","","10028","     "," ","02","020732","兵庫県","","","生鮮"
"376","340811000","ﾏﾀﾞｲ","","100","G","1","0","0","0281012149080003","","00","2020-03-02","2020-03-02","0","-3885","0","0","大京１","","10046","     "," ","02","020732","鹿児島県","","","生鮮"
"377","340811000","ﾏﾀﾞｲ","","100","G","1","0","0","0281012154261005","","00","2020-02-25","2020-02-25","64","10560","0","0","大京１","","10043","     "," ","02","020732","熊本県","","","生鮮"
"378","340811000","ﾏﾀﾞｲ","","100","G","1","0","0","0281012191317001","","00","2020-02-04","2020-02-04","1","100","0","0","大京１","","10008","     "," ","02","020732","茨城県","","","生鮮"
"379","340811100","ﾏﾀﾞｲ R","","100","G","10","0","0","0281012193926003","","00","2020-04-11","2020-04-11","44","3168","0","0","大京１","","10043","     ","1","02","020732","熊本県","","養殖","生鮮"
"380","341211000","ﾏﾀﾞｲ F","","100","G","10","263","0","0281012159453005","","00","2020-04-10","2020-04-10","32","-2630","32","0","大京１","","10042","     "," ","02","020732","長崎県","","","生鮮"
"381","341211000","ﾏﾀﾞｲ F","","100","G","10","263","0","0281042007198001","","00","2020-02-03","2020-02-04","-10","-2630","0","0","大京１","","20230","     "," ","02","020732","中国","","","生鮮"
"382","341211000","ﾏﾀﾞｲ F","","100","G","10","263","0","0281042013635001","","00","2020-05-02","2020-05-02","0","0","0","0","大京１","","10043","     ","1","02","020732","熊本県","","養殖","生鮮"
"383","341211000","ﾏﾀﾞｲ F","","100","G","10","263","0","0281162032855101","","00","2020-04-09","2020-04-09","0","-2630","0","0","大京１","","10038","     ","1","02","020732","愛媛県","","養殖","生鮮"
"384","341211000","ﾏﾀﾞｲ F","","100","G","10","263","0","0281162035446101","","00","2020-02-29","2020-03-14","9","-2630","0","0","大京１","","20230","     ","1","02","020732","中国","","養殖","生鮮"
"385","341290160","ﾏﾀﾞｲF","150-300","10","G","1","0","0","0281042012028001","","00","2020-04-25","2020-04-25","0","1728","0","0","大京１","","10043","     ","1","02","020732","熊本県","","養殖","生鮮"
"386","341290162","ﾏﾀﾞｲ F ﾖｳｼﾖｸ","300-400","10","G","1","0","0","0281042013678001","","00","2020-04-25","2020-04-25","0","0","0","0","大京１","","10043","     "," ","02","020732","熊本県","","","生鮮"
"387","341290900","ﾏﾀﾞｲｽｷﾝﾚｽﾛｲﾝｺｳﾁﾖｳｼﾖｸ","","10","G","1","28","0","0281042012961001","","00","2019-12-20","2020-04-25","1808","55139","384","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"388","341580157","ﾏﾀﾞｲF ｱﾙｾﾞﾝﾁﾝ","100-150","5000","G","2","7400","0","0281042012797001","","00","2020-01-25","2020-02-18","7","51800","5","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"389","342060960","ﾚﾝｺﾀﾞｲSD ﾅｶﾞｻｷ","60","10000","G","1","0","0","0211213508298001","","00","2020-04-23","2020-04-23","1","9500","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"390","343660141","ﾁｺﾀﾞｲ","NO-1","10000","G","2","0","0","0281042013586001","","00","2020-03-06","2020-03-06","1","3300","0","0","大京１","","10012","     "," ","02","020732","千葉県","","","生鮮"
"391","344311000","ﾒﾀﾞｲ","","100","G","10","0","0","0281012145546001","","00","2020-02-18","2020-02-18","23","3220","0","0","大京１","","10012","     "," ","02","020732","千葉県","","","生鮮"
"392","344311000","ﾒﾀﾞｲ","","100","G","10","0","0","0281012169242001","","00","2020-02-06","2020-02-06","0","3600","0","0","大京１","","10046","     "," ","02","020732","鹿児島県","","","生鮮"
"393","344311000","ﾒﾀﾞｲ","","100","G","10","0","0","0281042007333001","","00","2020-02-18","2020-02-18","0","5830","0","0","大京１","","10042","     "," ","02","020732","長崎県","","","生鮮"
"394","350152720","ﾏｱｼﾞF","20","280","G","10","692","0","0281042009948001","","00","2020-03-02","2020-04-07","53","36720","27","0","大京１","","10042","     "," ","02","020732","長崎県","","","生鮮"
"395","350160614","ﾏｱｼﾞR ﾁﾊﾞ","40-46","10000","G","1","0","0","0281042013028001","","00","2020-03-21","2020-03-21","5","7500","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"396","350960084","ｱｼﾞ ﾋﾗｷ","ｼｵ","200","G","1","0","0","0281012106957002","","00","2020-02-25","2020-02-25","0","700","0","0","大京１","","20039","     "," ","01","020732","ｵﾗﾝﾀﾞ","","","加工食品"
"397","350984152","ﾒｱｼﾞﾋﾗｷ ﾀｲ","60","4000","G","2","0","0","0281042008220001","","00","2020-04-28","2020-04-28","0","9280","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"398","350984154","ﾒｱｼﾞﾋﾗｷ ﾀｲ","70","4000","G","2","0","0","0281042007267001","","00","2020-04-28","2020-04-28","0","4640","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"399","350984156","ﾒｱｼﾞﾋﾗｷ ﾀｲ","80","4000","G","2","2364","0","0281012104228003","","00","2020-04-25","2020-04-25","3","7093","3","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"400","350984158","ﾒｱｼﾞﾋﾗｷ ﾀｲ","90","4000","G","2","0","0","0281042011023001","","00","2020-04-20","2020-04-20","0","0","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"401","350984160","ﾒｱｼﾞﾋﾗｷ ﾀｲ","100","4000","G","2","2376","0","0281042007267002","","00","2020-04-16","2020-04-16","8","18860","8","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"402","350984162","ﾒｱｼﾞﾋﾗｷ ﾀｲ","110","4000","G","2","0","0","0281042011136001","","00","2020-04-28","2020-04-28","0","0","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"403","350984164","ﾒｱｼﾞﾋﾗｷ ﾀｲ","120","4000","G","2","0","0","0281042010600001","","00","2020-04-25","2020-04-27","0","0","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"404","351084260","ﾒｱｼﾞF ﾍﾞﾄﾅﾑ","100","4000","G","2","0","0","0281042007410001","","00","2020-02-15","2020-02-17","1","2320","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"405","351084262","ﾒｱｼﾞF ﾍﾞﾄﾅﾑ","110","4000","G","2","0","0","0211213586454001","","00","2020-05-02","2020-05-02","4","9280","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"406","352580361","ｻﾊﾞFﾉﾙｳｴｰKKS ｴﾄﾞﾉ","30","5000","G","2","0","0","0281042010852001","","00","2020-02-21","2020-02-21","7","25200","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"407","352580460","ｻﾊﾞFﾉﾙｳｴｰKKS","34","5000","G","2","0","0","0281042010853001","","00","2020-02-21","2020-02-21","8","28800","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"408","353211000","ｼﾏｱｼﾞ","","100","G","10","0","0","0281012164117004","","00","2020-03-03","2020-03-03","0","2400","0","0","大京１","","10044","     ","1","02","020732","大分県","","養殖","生鮮"
"409","353211000","ｼﾏｱｼﾞ","","100","G","10","0","0","0281042013549001","","00","2020-02-22","2020-02-27","0","8385","0","0","大京１","","10037","     ","1","02","020732","香川県","","養殖","生鮮"
"410","355240048","ｻﾊﾞR ﾉﾙｳｴｰ","400-600","20000","G","1","0","0","0281042009986001","","00","2020-03-28","2020-03-28","0","7000","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"411","355411000","ｻﾊﾞ F","","100","G","1","0","0","0281012106939010","","00","2020-03-05","2020-03-05","0","336","0","0","大京１","","20139","     "," ","02","020732","ﾉﾙｳｪｰ","","","生鮮"
"412","355480045","ｻﾊﾞ F","45","5000","G","1","0","0","0281042013672001","","00","2020-04-20","2020-04-23","1","3500","0","0","大京１","","20230","     "," ","02","020732","中国","","","生鮮"
"413","355480130","ｻﾊﾞFﾉﾙｳｴｰ","30","5000","G","2","3061","0","0281042008300001","","00","2020-03-02","2020-03-02","1","2750","1","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"414","355480135","ｻﾊﾞFﾉﾙｳｴｰ","35","5000","G","2","2800","0","0281012103458001","","00","2020-04-25","2020-04-27","2","5600","1","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"415","355480140","ｻﾊﾞFﾉﾙｳｴｰ","40","5000","G","2","0","0","0281042008301001","","00","2020-03-23","2020-04-24","2","5800","0","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"416","355480145","ｻﾊﾞFﾉﾙｳｴｰ","45","5000","G","2","2800","0","0281042005897001","","00","2020-04-24","2020-05-01","13","36400","6","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"417","355480550","ｻﾊﾞ F ﾉﾙｳｴｰ","50","5000","G","2","2900","0","0216212655596001","","00","2020-03-23","2020-03-24","6","17400","2","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"418","355480745","ｻﾊﾞF","45","5000","G","2","0","0","0281042013671001","","00","2020-04-20","2020-04-20","0","0","0","0","大京１","","20002","     "," ","01","020732","ｱｲﾙﾗﾝﾄﾞ","","","加工食品"
"419","355980350","ｼｵｻﾊﾞF","50","5000","G","2","2200","0","0281042010049001","","00","2020-05-04","2020-05-02","41","90200","41","0","大京１","","10012","     "," ","01","020732","千葉県","","","加工食品"
"420","356289588","ｻﾊﾞ ﾌﾞﾝｶ","240X12","2880","G","5","0","0","0281042013661001","","00","2020-05-01","2020-05-01","0","0","0","0","大京１","","     ","     "," ","01","020732","","","","加工食品"
"421","356910150","ｲﾜｼﾋﾗｷ","50X20","1000","G","12","700","0","0211213553263005","","00","2020-04-06","2020-04-25","16","11200","12","0","大京１","","20235","     "," ","02","020732","日本","","","生鮮"
"422","356984254","ｲﾜｼ ﾋﾗｷ","70","4000","G","3","2400","0","0281042008226001","","00","2020-02-01","2020-02-01","2","4800","2","0","大京１","","10003","     "," ","02","020732","岩手県","","","生鮮"
"423","356984256","ｲﾜｼ ﾋﾗｷ","80","4000","G","3","2800","0","0281012146701011","","00","2020-04-04","2020-04-04","3","8400","3","0","大京１","","20235","     "," ","02","020732","日本","","","生鮮"
"424","356984656","ｲﾜｼﾋﾗｷA","80","4000","G","3","2400","0","0281042010899001","","00","2020-02-01","2020-02-01","1","2400","1","0","大京１","","10003","     "," ","02","020732","岩手県","","","生鮮"
"425","356984660","ｲﾜｼﾋﾗｷA","100","4000","G","3","2400","0","0281042010901001","","00","2020-02-01","2020-02-01","1","2400","1","0","大京１","","10003","     "," ","02","020732","岩手県","","","生鮮"
"426","357131000","ﾌﾞﾘ","","1000","G","1","0","0","0281042013562001","","00","2020-02-26","2020-02-26","0","0","0","0","大京１","","10035","     "," ","02","020732","山口県","","","生鮮"
"427","357311000","ﾌﾞﾘ","","100","G","10","0","0","0281042013222001","","00","2020-02-17","2020-02-17","0","15300","0","0","大京１","","10015","     "," ","02","020732","新潟県","","","生鮮"
"428","357311000","ﾌﾞﾘ","","100","G","10","0","0","0281042013457001","","00","2020-02-01","2020-02-01","28","3080","0","0","大京１","","10032","     "," ","02","020732","島根県","","","生鮮"
"429","357311700","ﾌﾞﾘR","","100","G","10","0","0","0281012170932006","","00","2020-03-19","2020-03-19","0","5100","0","0","大京１","","10046","     ","1","02","020732","鹿児島県","","養殖","生鮮"
"430","357311700","ﾌﾞﾘR","","100","G","10","0","0","0281012193926001","","00","2020-04-11","2020-04-11","59","5310","0","0","大京１","","10043","     ","1","02","020732","熊本県","","養殖","生鮮"
"431","357311700","ﾌﾞﾘR","","100","G","10","0","0","0281042012867001","","00","2020-02-06","2020-02-06","0","13050","0","0","大京１","","10017","     "," ","02","020732","石川県","","","生鮮"
"432","357311700","ﾌﾞﾘR","","100","G","10","0","0","0281042013361001","","00","2020-02-10","2020-02-10","0","10200","0","0","大京１","","10015","     "," ","02","020732","新潟県","","","生鮮"
"433","357311988","ﾌﾞﾘｶﾏ ﾖｳｼﾖｸ","","100","G","10","140","0","0281042013682001","","00","2020-04-28","2020-04-28","25","7000","25","0","大京１","","10038","     "," ","02","020732","愛媛県","","","生鮮"
"434","357380900","ﾌﾞﾘ ｶﾏ","","5000","G","2","6999","0","0281012160310001","","00","2020-05-01","2020-05-01","6","42000","6","0","大京１","","10024","     ","1","02","020732","三重県","","養殖","生鮮"
"435","357380900","ﾌﾞﾘ ｶﾏ","","5000","G","2","6999","0","0281012160938001","","00","2020-03-02","2020-03-03","0","0","0","0","大京１","","10039","     ","1","02","020732","高知県","","養殖","生鮮"
"436","357380900","ﾌﾞﾘ ｶﾏ","","5000","G","2","6999","0","0281042012154001","","00","2020-04-21","2020-05-01","5","35000","2","0","大京１","","10038","     ","1","02","020732","愛媛県","","養殖","生鮮"
"437","357411000","ﾌﾞﾘ F","","100","G","10","0","0","0281042008345001","","00","2020-04-11","2020-04-11","78","10374","0","0","大京１","","10043","     ","1","02","020732","熊本県","","養殖","生鮮"
"438","357411100","ﾌﾞﾘ F","","100","G","1","0","0","0281042013609001","","00","2020-03-14","2020-03-14","0","1275","0","0","大京１","","10012","     "," ","02","020732","千葉県","","","生鮮"
"439","357411101","ﾌﾞﾘF ﾖｳｼﾖｸ","","100","G","1","0","0","0281042013683001","","00","2020-04-28","2020-04-28","0","11760","0","0","大京１","","10045","     "," ","02","020732","宮崎県","","","生鮮"
"440","357411900","ﾌﾞﾘF ｶｺﾞｼﾏﾖｳｼﾖｸ","","100","G","10","135","0","0281042013669001","","00","2020-05-02","2020-05-02","32","9152","32","0","大京１","","     ","     "," ","02","020732","","","","生鮮"
"441","357460704","ﾌﾞﾘ F","5-6","10000","G","1","0","0","0211213589269001","","00","2020-04-17","2020-04-17","1","5000","0","0","大京１","","10042","     "," ","02","020732","長崎県","","","生鮮"
"442","357911000","ｶﾝﾊﾟﾁ","","100","G","10","0","0","0281012170230001","","00","2020-02-06","2020-02-06","0","40000","0","0","大京１","","10044","     ","1","02","020732","大分県","","養殖","生鮮"
"443","357911000","ｶﾝﾊﾟﾁ","","100","G","10","0","0","0281012170929001","","00","2020-04-28","2020-04-28","0","-33110","0","0","大京１","","10046","     ","1","02","020732","鹿児島県","","養殖","生鮮"
"444","357911000","ｶﾝﾊﾟﾁ","","100","G","10","0","0","0281012173073003","","00","2020-03-21","2020-03-21","0","40000","0","0","大京１","","10039","     ","1","02","020732","高知県","","養殖","生鮮"
"445","357911000","ｶﾝﾊﾟﾁ","","100","G","10","0","0","0281042006732001","","00","2020-03-10","2020-03-10","0","40000","0","0","大京１","","10042","     "," ","02","020732","長崎県","","","生鮮"
"446","357911000","ｶﾝﾊﾟﾁ","","100","G","10","0","0","0281042012933001","","00","2020-03-31","2020-03-31","0","40000","0","0","大京１","","10038","     ","1","02","020732","愛媛県","","養殖","生鮮"
"447","357911000","ｶﾝﾊﾟﾁ","","100","G","10","0","0","0281042013625001","","00","2020-03-21","2020-03-21","0","40000","0","0","大京１","","10039","     "," ","02","020732","高知県","","","生鮮"
